Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean,distance_to_boundary_m,within_5km_boundary_proxy,within_10km_boundary_proxy,proximity_score,capacity_score,preliminary_exposure_score,screening_category
281,Lynton Development / Teg Environmental,East Dagenham Docks AD (AD),Anaerobic Digestion,1.4,Operational,Operational,London,London,England,RM9 6,548394,182415,Barking and Dagenham,01/10/2012,04/03/2014,,operational,81094.15302134461,False,False,0,0,0,Low
282,Biogen (formerly Tamar Energy),Manor Farm (Farm AD),Anaerobic Digestion,1.5,Operational,Operational,Lincolnshire,East Midlands,England,PE12 8LR,540324,328455,South Holland,04/06/2013,31/12/2013,,operational,123964.63871024491,False,False,0,0,0,Low
283,Olleco,Westcott Venture Park,Anaerobic Digestion,2.0,Operational,Operational,Buckinghamshire,South East,England,,470457,217300,Buckinghamshire,01/08/2011,07/11/2013,,operational,141709.52553599194,False,False,0,0,0,Low
285,Private Developer,Swancote Farm AD (Farm AD),Anaerobic Digestion,2.2,Operational,Operational,Shropshire,West Midlands,England,WV15 5HB,374201,293951,Shropshire,01/04/2012,31/05/2012,,operational,234254.6124947733,False,False,0,0,0,Low
286,Viridor,Glasgow Renewable Energy and Recycling Centre (Waste AD),Anaerobic Digestion,5.0,Operational,Operational,Strathclyde,Scotland,Scotland,G42 0PJ,259509,662366,Glasgow City,18/11/2013,15/12/2017,,operational,215215.3668260119,False,False,0,1,1,Low
288,Wyke Farms,Wyke Farms Biogas (Farm AD),Anaerobic Digestion,1.0,Operational,Operational,Somerset,South West,England,BA4 6NX,366362,134820,Somerset,30/11/2012,19/09/2013,,operational,79053.35615170858,False,False,0,0,0,Low
289,Shanks Group,South Kirkby Business Park (Waste AD),Anaerobic Digestion,6.0,Operational,Operational,West Yorkshire,Yorkshire and Humber,England,WF9 4DG,443726,411990,Wakefield,17/07/2013,01/12/2015,,operational,197872.0662112766,False,False,0,1,1,Low
290,Energy Works / The Spencer Group,Energy Works Hull - AD (Waste AD),Anaerobic Digestion,3.0,Operational,Operational,Humberside,Yorkshire and Humber,England,,510170,430424,"Kingston upon Hull, City of",05/07/2016,01/03/2018,,operational,128949.36304909024,False,False,0,0,0,Low
291,Staples Brothers,Staples Anaerobic Digestion CHP Plant (Waste AD),Anaerobic Digestion,1.4,Operational,Operational,Lincolnshire,East Midlands,England,PE22 0SE,536298,350519,East Lindsey,,01/10/2011,,operational,122616.5152072624,False,False,0,0,0,Low
294,Viridor / Wyvern Waste Services,Dimmer Anaerobic Digestor (Waste AD),Anaerobic Digestion,3.0,Operational,Operational,Somerset,South West,England,,361141,131346,Somerset,,01/10/2013,,operational,76563.07892757219,False,False,0,0,0,Low
297,Severn Trent (formerly Agrivert),Wallingford (Waste AD),Anaerobic Digestion,2.4,Operational,Operational,Oxfordshire,South East,England,OX10 6SL,461566,190948,South Oxfordshire,,17/05/2013,,operational,117358.39969642118,False,False,0,0,0,Low
301,Granville Ecopark,Granville Ecopark,Anaerobic Digestion,3.0,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,BT70 1NJ,88500,521293,Mid Ulster,01/09/2013,10/06/2014,,operational,80732.67150362035,False,False,0,0,0,Low
306,ReFood UK,Granox Biogas Plant,Anaerobic Digestion,5.0,Operational,Operational,Cheshire,North West,England,WA8 0PB,350392,384214,Halton,01/01/2013,18/06/2014,,operational,294166.9731035623,False,False,0,1,1,Low
307,Prosper Demulder / ReFood,Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension,Anaerobic Digestion,3.0,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,DN5 9SW,457265,404820,Doncaster,18/03/2014,02/06/2015,,operational,186431.84607359907,False,False,0,0,0,Low
308,Severn Trent (formerly Agrivert),Trumps Farm (AD),Anaerobic Digestion,2.4,Operational,Operational,Surrey,South East,England,KT16 0EF,499459,165739,Runnymede,30/05/2013,28/02/2014,,operational,85813.25222398715,False,False,0,0,0,Low
311,Biogen (formerly Tamar Energy),Ratty's Lane Sustainable Energy Facility (Waste AD),Anaerobic Digestion,3.0,Operational,Operational,Hertfordshire,Eastern,England,EN11 0RG,538126,209495,Broxbourne,31/03/2014,04/07/2016,,operational,109977.71168659955,False,False,0,0,0,Low
312,Biffa/West Sussex County Council,Brookhurst Wood (Waste AD),Anaerobic Digestion,4.5,Operational,Operational,West Sussex,South East,England,RH12 4QD,517281,135056,Horsham,20/06/2013,01/07/2015,,operational,51291.83236708424,False,False,0,1,1,Low
313,Biogen (formerly Tamar Energy),Halstead Renewable Power Project (Waste AD),Anaerobic Digestion,2.0,Operational,Operational,Essex,Eastern,England,,582782,230400,Braintree,04/06/2013,01/07/2014,,operational,86589.93371256984,False,False,0,0,0,Low
317,Viridor,Walpole Landfill AD (Waste AD),Anaerobic Digestion,1.6,Operational,Operational,Somerset,South West,England,,331400,143200,Somerset,01/03/2012,02/02/2014,,operational,93516.51570642683,False,False,0,0,0,Low
318,Ancala Bioenergy (formerly Biogen),Waen Biogas (Waste AD),Anaerobic Digestion,1.0,Operational,Operational,Clwyd,Wales,Wales,,304959,374970,Denbighshire,01/06/2013,04/08/2014,,operational,247955.54273474944,False,False,0,0,0,Low
324,Welland Waste Management,Pebble Hall Farm - Food Waste AD,Anaerobic Digestion,4.0,Operational,Operational,Northamptonshire,East Midlands,England,LE17 6NJ,466125,284563,West Northamptonshire,15/01/2015,15/12/2015,,operational,206485.87005393094,False,False,0,1,1,Low
325,St Nicholas Court Farms Ltd,St Nicholas Court Farm (AD) ,Anaerobic Digestion,1.2,Operational,Operational,Kent,South East,England,,625958,166890,Thanet,31/03/2014,01/12/2014,,operational,17811.140227559474,False,False,0,0,0,Low
327,Wight Farm Energy,Gore Cross - AD,Anaerobic Digestion,2.2,Operational,Operational,Isle of Wight,South East,England,PO30 3A,452924,86485,Isle of Wight,21/12/2013,20/12/2014,,operational,16096.753360373994,False,False,0,0,0,Low
328,ReFood UK,Dagenham Docks Biogas (Waste AD),Anaerobic Digestion,1.4,Operational,Operational,London,London,England,RM9 6LF,548310,182740,Barking and Dagenham,01/04/2016,07/07/2017,,operational,81424.24027959639,False,False,0,0,0,Low
329,B and D Property Services,Reservoir Road (Farm AD),Anaerobic Digestion,1.1,Operational,Operational,Co. Down,Northern Ireland,Northern Ireland, BT32 4LD,121174,500121,"Armagh City, Banbridge and Craigavon",04/08/2015,04/08/2016,,operational,106229.10686117283,False,False,0,0,0,Low
330,JFS Biogas,Leeming Bar (Waste AD),Anaerobic Digestion,1.5,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,DL7 9LY,429880,488497,North Yorkshire,15/07/2015,15/01/2016,,operational,193086.56287536604,False,False,0,0,0,Low
331,Future Biogas (Blankney Estate),Metheringham Heath (Farm AD),Anaerobic Digestion,6.5,Operational,Operational,Lincolnshire,East Midlands,England,LN4 2AJ,502320,360674,North Kesteven,15/02/2016,30/03/2017,,operational,153195.4942849933,False,False,0,1,1,Low
333,Pure Malt Products Limited,Pure Malt Products AD,Anaerobic Digestion,1.5,Operational,Operational,Lothian,Scotland,Scotland,EH41 4BD,351977,674000,East Lothian,31/12/2015,01/01/2016,,operational,224537.36552233307,False,False,0,0,0,Low
335,Greener for Life Energy,Bearley Lane,Anaerobic Digestion,1.3,Operational,Operational,Somerset,South West,England,BA22 8PE,349663,122127,Somerset,28/05/2021,28/11/2021,,operational,69531.92884778106,False,False,0,0,0,Low
336,J M Stratton & Co,Codford Biogas (Waste AD),Anaerobic Digestion,3.7,Operational,Operational,Wiltshire,South West,England,,399036,141476,Wiltshire,01/03/2013,31/03/2014,,operational,79793.42344913936,False,False,0,1,1,Low
339,Shanks Group,Bolton Road Waste Treatment and Renewable Energy Facility (Waste AD),Anaerobic Digestion,4.0,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,445484,401479,Rotherham,10/09/2012,13/07/2015,,operational,198669.6201861509,False,False,0,1,1,Low
340,Grocontinental/ Whitchurch Biogas,Broughall Fields Farm,Anaerobic Digestion,2.4,Operational,Operational,Shropshire,West Midlands,England,SY13 4DE,355602,340776,Shropshire,01/08/2016,30/03/2017,,operational,283640.5679079593,False,False,0,0,0,Low
342,Willen Biogas & Xergi,Cattlegate Farm Biogas (Farm AD),Anaerobic Digestion,1.5,Operational,Operational,Hertfordshire,Eastern,England,EN2 8AU,530613,201383,Welwyn Hatfield,01/08/2014,01/12/2015,,operational,105794.62821867157,False,False,0,0,0,Low
343,GlaxoSmithKline,GlaxoSmithKline (Waste AD),Anaerobic Digestion,1.0,Operational,Operational,Strathclyde,Scotland,Scotland,,234362,636566,North Ayrshire,08/07/2014,15/03/2015,,operational,196628.06551348997,False,False,0,0,0,Low
345,Greener for Life Energy,Great Hele Farm AD farm waste,Anaerobic Digestion,1.3,Operational,Operational,Devon,South West,England,,272135,124437,North Devon,15/04/2015,25/01/2017,,operational,85590.60975488892,False,False,0,0,0,Low
348,BioConstruct,Imperial Park,Anaerobic Digestion,5.1,Operational,Operational,Cleveland,North East,England,,452775,521083,Redcar and Cleveland,01/12/2015,05/12/2016,,operational,163085.54869245697,False,False,0,1,1,Low
349,Hallwick Energy,Land Adjacent to Thomas Swan and Co Ltd.,Anaerobic Digestion,1.0,Operational,Operational,County Durham,North East,England,,412017,551124,County Durham,23/04/2014,15/12/2014,,operational,195510.10219005166,False,False,0,0,0,Low
350,Rockscape Energy,North Moor Farm AD Plant (Farm AD),Anaerobic Digestion,4.0,Operational,Operational,Humberside,Yorkshire and Humber,England,,479949,409327,North Lincolnshire,01/03/2013,01/04/2014,,operational,163327.33118963506,False,False,0,1,1,Low
353,Fred Walter & Sons Ltd,Sutton Grange AD Plant,Anaerobic Digestion,3.0,Operational,Operational,Nottinghamshire,East Midlands,England,DN22 8SB,469299,385640,Bassetlaw,01/01/2013,20/03/2014,,operational,179315.39855313304,False,False,0,0,0,Low
356,Grundon,Wingmoor Farm (Waste AD),Anaerobic Digestion,1.6,Operational,Operational,Gloucestershire,South West,England,GL52 7DG,394374,227514,Tewkesbury,01/06/2014,30/11/2014,,operational,165289.3106190514,False,False,0,0,0,Low
357,Beeswax Farming (Rainbow),Carrington Farm AD,Anaerobic Digestion,3.0,Operational,Operational,Lincolnshire,East Midlands,England,PE22 7JD,530540,354400,East Lindsey,15/11/2014,07/01/2016,,operational,127283.72757928655,False,False,0,0,0,Low
359,Private Developer,West Roucan Farm,Anaerobic Digestion,1.2,Operational,Operational,Dumfries and Galloway,Scotland,Scotland,,302227,578926,Dumfries and Galloway,15/04/2015,01/12/2015,,operational,275867.18877053005,False,False,0,0,0,Low
365,Surrey County Council,Charlton Lane Eco Park (Waste AD),Anaerobic Digestion,1.7,Operational,Operational,Surrey,South East,England,TW17 8QA,508556,168426,Spelthorne,01/07/2015,01/03/2018,,operational,85226.44134971166,False,False,0,0,0,Low
366,Eco Sustainable Solutions,Bourne Park AD (AD),Anaerobic Digestion,1.1,Operational,Operational,Dorset,South West,England,DT2 7TU,372306,97577,Dorset,01/01/2012,25/09/2012,,operational,41346.92919700132,False,False,0,0,0,Low
367,Organic Recycling,Decoy Farm (Farm AD),Anaerobic Digestion,1.8,Operational,Operational,Lincolnshire,East Midlands,England,PE6 0LX,525991,312650,South Holland,30/04/2015,01/07/2016,,operational,141651.21371424428,False,False,0,0,0,Low
368,AmeyCespa,Allerton Waste Recovery Park (Waste AD),Anaerobic Digestion,1.1,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,HG5,440675,459799,North Yorkshire,15/02/2015,04/03/2018,,operational,189441.67691562063,False,False,0,0,0,Low
370,Severn Trent (formerly Agrivert),Coursers Farm AD Plant (Waste AD),Anaerobic Digestion,3.0,Operational,Operational,Hertfordshire,Eastern,England,AL4 0PD,520447,204547,Hertsmere,25/08/2015,03/10/2016,,operational,112953.71609804801,False,False,0,0,0,Low
371,Ancala Bioenergy (formerly Biogen/Aluana Renewable Energy),Millerhill AD (Waste AD),Anaerobic Digestion,1.5,Operational,Operational,Lothian,Scotland,Scotland,EH11,332400,670800,Midlothian,01/02/2014,01/12/2016,,operational,244312.92318401134,False,False,0,0,0,Low
376,Greener for Life Energy,Hogsbrook Farm - Farm AD,Anaerobic Digestion,1.0,Operational,Operational,Devon,South West,England,,302332,89045,East Devon,01/03/2014,15/08/2015,,operational,45393.18516972003,False,False,0,0,0,Low
381,Private Developer,Wothersome Grange Farm House AD - crops,Anaerobic Digestion,1.0,Operational,Operational,West Yorkshire,Yorkshire and Humber,England,LS23 6LY,439943,442482,Leeds,01/09/2014,03/12/2015,,operational,194279.4455994042,False,False,0,0,0,Low
382,Kelda Water Services,Knostrop WWTW AD,Anaerobic Digestion,2.4,Operational,Operational,West Yorkshire,Yorkshire and Humber,England,,432562,431608,Leeds,08/06/2017,11/07/2019,,operational,204039.19882475198,False,False,0,0,0,Low
384,DJ AND SJ RECYCLING,Land South East Of Water Treatment Works Bridge End,Anaerobic Digestion,1.5,Operational,Operational,Northumberland,North East,England,,394860,564306,Northumberland,15/12/2014,15/12/2015,,operational,209031.3472123748,False,False,0,0,0,Low
385,B F BIO GAS,Teesside Green Energy Plant (Waste AD),Anaerobic Digestion,4.8,Operational,Operational,Cleveland,North East,England,,448771,520961,Middlesbrough,25/04/2013,20/02/2015,,operational,167003.26161787426,False,False,0,1,1,Low
386,Severn Trent (formerly Agrivert),Crowmarsh Battle Farm (Farm AD),Anaerobic Digestion,2.3,Operational,Operational,Oxfordshire,South East,England,,462191,190619,South Oxfordshire,,17/05/2013,,operational,116923.50937341466,False,False,0,0,0,Low
387,Scottish and Southern Energy (SSE),Great Glen Scheme,Large Hydro,36.0,Operational,Operational,Highland,Scotland,Scotland,,235700,815600,Highland,01/01/1956,01/01/1957,,operational,148237.7343774515,False,False,0,2,2,Medium
388,Scottish and Southern Energy (SSE),Glendoe Hydro Scheme,Large Hydro,100.0,Operational,Operational,Highland,Scotland,Scotland,,239200,809000,Scottish Government (S36),01/05/2006,01/12/2008,,operational,154252.16932346602,False,False,0,2,2,Medium
390,Scottish and Southern Energy (SSE),Fasnakyle Hydro Extension,Large Hydro,7.5,Operational,Operational,Highland,Scotland,Scotland,,231850,829750,Highland,01/05/2006,01/08/2006,,operational,138636.02543978553,False,False,0,1,1,Low
391,Hydro Plan (on behalf of Alcan),Kinlochleven Hydro Power Station,Large Hydro,19.5,Operational,Operational,Highland,Scotland,Scotland,,218729,762021,Highland,,01/01/1909,,operational,152745.61480970008,False,False,0,2,2,Medium
393,Scottish and Southern Energy (SSE),Gaur,Large Hydro,6.4,Operational,Operational,Tayside,Scotland,Scotland,,246415,756890,Perth and Kinross,,01/01/1953,,operational,180871.62355690423,False,False,0,1,1,Low
394,Scottish and Southern Energy (SSE),Pitlochry,Large Hydro,15.0,Operational,Operational,Tayside,Scotland,Scotland,,293515,757730,Perth and Kinross,,01/01/1950,,operational,225420.27704440226,False,False,0,2,2,Medium
395,Scottish and Southern Energy (SSE),Loch Gair,Large Hydro,6.0,Operational,Operational,Strathclyde,Scotland,Scotland,,192865,691305,Argyll and Bute,,01/01/1961,,operational,143722.31920162903,False,False,0,1,1,Low
396,Scottish and Southern Energy (SSE),Sron Mor,Large Hydro,5.0,Operational,Operational,Highland,Scotland,Scotland,,264850,798415,Highland,,01/01/1957,,operational,181955.60605788784,False,False,0,1,1,Low
397,Scottish and Southern Energy (SSE),Striven,Large Hydro,8.0,Operational,Operational,Strathclyde,Scotland,Scotland,,205595,683990,Argyll and Bute,,01/01/1951,,operational,157786.8888778837,False,False,0,1,1,Low
398,Scottish and Southern Energy (SSE),Aigas,Large Hydro,20.0,Operational,Operational,Highland,Scotland,Scotland,,247395,843655,Highland,,01/01/1962,,operational,146602.24139403086,False,False,0,2,2,Medium
399,Scottish and Southern Energy (SSE),Kilmorack,Large Hydro,20.0,Operational,Operational,Highland,Scotland,Scotland,,249410,844225,Highland,,01/01/1962,,operational,148162.9384848201,False,False,0,2,2,Medium
400,Scottish and Southern Energy (SSE),Orrin,Large Hydro,18.0,Operational,Operational,Highland,Scotland,Scotland,,246905,851695,Highland,,01/01/1959,,operational,142634.81027815485,False,False,0,2,2,Medium
401,Scottish and Southern Energy (SSE),Tor Achilty,Large Hydro,15.0,Operational,Operational,Highland,Scotland,Scotland,,244625,854520,Highland,,01/04/1954,,operational,139346.6086058645,False,False,0,2,2,Medium
402,Scottish and Southern Energy (SSE),Ceannacroc,Large Hydro,20.0,Operational,Operational,Highland,Scotland,Scotland,,222745,810690,Highland,,01/01/1956,,operational,138690.18304100397,False,False,0,2,2,Medium
403,Scottish and Southern Energy (SSE),Foyers Falls,Large Hydro,5.2,Operational,Operational,Highland,Scotland,Scotland,,249845,820010,Highland,,01/01/1968,,operational,159074.4187933879,False,False,0,1,1,Low
404,Scottish and Southern Energy (SSE),Invergarry,Large Hydro,20.0,Operational,Operational,Highland,Scotland,Scotland,,231930,801320,Highland,,01/01/1956,,operational,151028.46589795532,False,False,0,2,2,Medium
405,Scottish and Southern Energy (SSE),Livishie,Large Hydro,15.0,Operational,Operational,Highland,Scotland,Scotland,,240245,817495,Highland,,01/01/1962,,operational,151512.57795466474,False,False,0,2,2,Medium
406,Scottish and Southern Energy (SSE),Cassley,Large Hydro,10.0,Operational,Operational,Highland,Scotland,Scotland,,247325,901540,Highland,,01/01/1959,,operational,107727.02983878809,False,False,0,2,2,Medium
