Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean
329,B and D Property Services,Reservoir Road (Farm AD),Anaerobic Digestion,1.10,Operational,Operational,Co. Down,Northern Ireland,Northern Ireland, BT32 4LD,121174,500121,"Armagh City, Banbridge and Craigavon",04/08/2015,04/08/2016,,operational
330,JFS Biogas,Leeming Bar (Waste AD),Anaerobic Digestion,1.50,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,DL7 9LY,429880,488497,North Yorkshire,15/07/2015,15/01/2016,,operational
331,Future Biogas (Blankney Estate),Metheringham Heath (Farm AD),Anaerobic Digestion,6.50,Operational,Operational,Lincolnshire,East Midlands,England,LN4 2AJ,502320,360674,North Kesteven,15/02/2016,30/03/2017,,operational
333,Pure Malt Products Limited,Pure Malt Products AD,Anaerobic Digestion,1.50,Operational,Operational,Lothian,Scotland,Scotland,EH41 4BD,351977,674000,East Lothian,31/12/2015,01/01/2016,,operational
335,Greener for Life Energy,Bearley Lane,Anaerobic Digestion,1.30,Operational,Operational,Somerset,South West,England,BA22 8PE,349663,122127,Somerset,28/05/2021,28/11/2021,,operational
336,J M Stratton & Co,Codford Biogas (Waste AD),Anaerobic Digestion,3.70,Operational,Operational,Wiltshire,South West,England,,399036,141476,Wiltshire,01/03/2013,31/03/2014,,operational
339,Shanks Group,Bolton Road Waste Treatment and Renewable Energy Facility (Waste AD),Anaerobic Digestion,4.00,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,445484,401479,Rotherham,10/09/2012,13/07/2015,,operational
340,Grocontinental/ Whitchurch Biogas,Broughall Fields Farm,Anaerobic Digestion,2.40,Operational,Operational,Shropshire,West Midlands,England,SY13 4DE,355602,340776,Shropshire,01/08/2016,30/03/2017,,operational
342,Willen Biogas & Xergi,Cattlegate Farm Biogas (Farm AD),Anaerobic Digestion,1.50,Operational,Operational,Hertfordshire,Eastern,England,EN2 8AU,530613,201383,Welwyn Hatfield,01/08/2014,01/12/2015,,operational
343,GlaxoSmithKline,GlaxoSmithKline (Waste AD),Anaerobic Digestion,1.00,Operational,Operational,Strathclyde,Scotland,Scotland,,234362,636566,North Ayrshire,08/07/2014,15/03/2015,,operational
345,Greener for Life Energy,Great Hele Farm AD farm waste,Anaerobic Digestion,1.30,Operational,Operational,Devon,South West,England,,272135,124437,North Devon,15/04/2015,25/01/2017,,operational
348,BioConstruct,Imperial Park,Anaerobic Digestion,5.10,Operational,Operational,Cleveland,North East,England,,452775,521083,Redcar and Cleveland,01/12/2015,05/12/2016,,operational
349,Hallwick Energy,Land Adjacent to Thomas Swan and Co Ltd.,Anaerobic Digestion,1.00,Operational,Operational,County Durham,North East,England,,412017,551124,County Durham,23/04/2014,15/12/2014,,operational
350,Rockscape Energy,North Moor Farm AD Plant (Farm AD),Anaerobic Digestion,4.00,Operational,Operational,Humberside,Yorkshire and Humber,England,,479949,409327,North Lincolnshire,01/03/2013,01/04/2014,,operational
353,Fred Walter & Sons Ltd,Sutton Grange AD Plant,Anaerobic Digestion,3.00,Operational,Operational,Nottinghamshire,East Midlands,England,DN22 8SB,469299,385640,Bassetlaw,01/01/2013,20/03/2014,,operational
356,Grundon,Wingmoor Farm (Waste AD),Anaerobic Digestion,1.60,Operational,Operational,Gloucestershire,South West,England,GL52 7DG,394374,227514,Tewkesbury,01/06/2014,30/11/2014,,operational
357,Beeswax Farming (Rainbow),Carrington Farm AD,Anaerobic Digestion,3.00,Operational,Operational,Lincolnshire,East Midlands,England,PE22 7JD,530540,354400,East Lindsey,15/11/2014,07/01/2016,,operational
359,Private Developer,West Roucan Farm,Anaerobic Digestion,1.20,Operational,Operational,Dumfries and Galloway,Scotland,Scotland,,302227,578926,Dumfries and Galloway,15/04/2015,01/12/2015,,operational
365,Surrey County Council,Charlton Lane Eco Park (Waste AD),Anaerobic Digestion,1.70,Operational,Operational,Surrey,South East,England,TW17 8QA,508556,168426,Spelthorne,01/07/2015,01/03/2018,,operational
366,Eco Sustainable Solutions,Bourne Park AD (AD),Anaerobic Digestion,1.10,Operational,Operational,Dorset,South West,England,DT2 7TU,372306,97577,Dorset,01/01/2012,25/09/2012,,operational
367,Organic Recycling,Decoy Farm (Farm AD),Anaerobic Digestion,1.80,Operational,Operational,Lincolnshire,East Midlands,England,PE6 0LX,525991,312650,South Holland,30/04/2015,01/07/2016,,operational
368,AmeyCespa,Allerton Waste Recovery Park (Waste AD),Anaerobic Digestion,1.10,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,HG5,440675,459799,North Yorkshire,15/02/2015,04/03/2018,,operational
370,Severn Trent (formerly Agrivert),Coursers Farm AD Plant (Waste AD),Anaerobic Digestion,3.00,Operational,Operational,Hertfordshire,Eastern,England,AL4 0PD,520447,204547,Hertsmere,25/08/2015,03/10/2016,,operational
371,Ancala Bioenergy (formerly Biogen/Aluana Renewable Energy),Millerhill AD (Waste AD),Anaerobic Digestion,1.50,Operational,Operational,Lothian,Scotland,Scotland,EH11,332400,670800,Midlothian,01/02/2014,01/12/2016,,operational
376,Greener for Life Energy,Hogsbrook Farm - Farm AD,Anaerobic Digestion,1.00,Operational,Operational,Devon,South West,England,,302332,89045,East Devon,01/03/2014,15/08/2015,,operational
381,Private Developer,Wothersome Grange Farm House AD - crops,Anaerobic Digestion,1.00,Operational,Operational,West Yorkshire,Yorkshire and Humber,England,LS23 6LY,439943,442482,Leeds,01/09/2014,03/12/2015,,operational
382,Kelda Water Services,Knostrop WWTW AD,Anaerobic Digestion,2.40,Operational,Operational,West Yorkshire,Yorkshire and Humber,England,,432562,431608,Leeds,08/06/2017,11/07/2019,,operational
384,DJ AND SJ RECYCLING,Land South East Of Water Treatment Works Bridge End,Anaerobic Digestion,1.50,Operational,Operational,Northumberland,North East,England,,394860,564306,Northumberland,15/12/2014,15/12/2015,,operational
385,B F BIO GAS,Teesside Green Energy Plant (Waste AD),Anaerobic Digestion,4.80,Operational,Operational,Cleveland,North East,England,,448771,520961,Middlesbrough,25/04/2013,20/02/2015,,operational
386,Severn Trent (formerly Agrivert),Crowmarsh Battle Farm (Farm AD),Anaerobic Digestion,2.30,Operational,Operational,Oxfordshire,South East,England,,462191,190619,South Oxfordshire,,17/05/2013,,operational
387,Scottish and Southern Energy (SSE),Great Glen Scheme,Large Hydro,36.00,Operational,Operational,Highland,Scotland,Scotland,,235700,815600,Highland,01/01/1956,01/01/1957,,operational
388,Scottish and Southern Energy (SSE),Glendoe Hydro Scheme,Large Hydro,100.00,Operational,Operational,Highland,Scotland,Scotland,,239200,809000,Scottish Government (S36),01/05/2006,01/12/2008,,operational
390,Scottish and Southern Energy (SSE),Fasnakyle Hydro Extension,Large Hydro,7.50,Operational,Operational,Highland,Scotland,Scotland,,231850,829750,Highland,01/05/2006,01/08/2006,,operational
391,Hydro Plan (on behalf of Alcan),Kinlochleven Hydro Power Station,Large Hydro,19.50,Operational,Operational,Highland,Scotland,Scotland,,218729,762021,Highland,,01/01/1909,,operational
393,Scottish and Southern Energy (SSE),Gaur,Large Hydro,6.40,Operational,Operational,Tayside,Scotland,Scotland,,246415,756890,Perth and Kinross,,01/01/1953,,operational
394,Scottish and Southern Energy (SSE),Pitlochry,Large Hydro,15.00,Operational,Operational,Tayside,Scotland,Scotland,,293515,757730,Perth and Kinross,,01/01/1950,,operational
395,Scottish and Southern Energy (SSE),Loch Gair,Large Hydro,6.00,Operational,Operational,Strathclyde,Scotland,Scotland,,192865,691305,Argyll and Bute,,01/01/1961,,operational
396,Scottish and Southern Energy (SSE),Sron Mor,Large Hydro,5.00,Operational,Operational,Highland,Scotland,Scotland,,264850,798415,Highland,,01/01/1957,,operational
397,Scottish and Southern Energy (SSE),Striven,Large Hydro,8.00,Operational,Operational,Strathclyde,Scotland,Scotland,,205595,683990,Argyll and Bute,,01/01/1951,,operational
398,Scottish and Southern Energy (SSE),Aigas,Large Hydro,20.00,Operational,Operational,Highland,Scotland,Scotland,,247395,843655,Highland,,01/01/1962,,operational
399,Scottish and Southern Energy (SSE),Kilmorack,Large Hydro,20.00,Operational,Operational,Highland,Scotland,Scotland,,249410,844225,Highland,,01/01/1962,,operational
400,Scottish and Southern Energy (SSE),Orrin,Large Hydro,18.00,Operational,Operational,Highland,Scotland,Scotland,,246905,851695,Highland,,01/01/1959,,operational
401,Scottish and Southern Energy (SSE),Tor Achilty,Large Hydro,15.00,Operational,Operational,Highland,Scotland,Scotland,,244625,854520,Highland,,01/04/1954,,operational
402,Scottish and Southern Energy (SSE),Ceannacroc,Large Hydro,20.00,Operational,Operational,Highland,Scotland,Scotland,,222745,810690,Highland,,01/01/1956,,operational
403,Scottish and Southern Energy (SSE),Foyers Falls,Large Hydro,5.20,Operational,Operational,Highland,Scotland,Scotland,,249845,820010,Highland,,01/01/1968,,operational
404,Scottish and Southern Energy (SSE),Invergarry,Large Hydro,20.00,Operational,Operational,Highland,Scotland,Scotland,,231930,801320,Highland,,01/01/1956,,operational
405,Scottish and Southern Energy (SSE),Livishie,Large Hydro,15.00,Operational,Operational,Highland,Scotland,Scotland,,240245,817495,Highland,,01/01/1962,,operational
406,Scottish and Southern Energy (SSE),Cassley,Large Hydro,10.00,Operational,Operational,Highland,Scotland,Scotland,,247325,901540,Highland,,01/01/1959,,operational
407,Scottish and Southern Energy (SSE),Cashlie,Large Hydro,11.00,Operational,Operational,Tayside,Scotland,Scotland,,248530,741735,Perth and Kinross,,01/09/2004,,operational
410,Green Highland Renewables,Loch Eilde Mor Hydro (Kinlochleven extension),Small Hydro,2.00,Operational,Operational,Highland,Scotland,Scotland,,221625,763589,Scottish Government (S36),25/02/2016,06/10/2017,,operational
414,H20 Power Limited,Beeston Weir Hydro Scheme,Small Hydro,1.70,Operational,Operational,Nottinghamshire,East Midlands,England,,453310,335270,Nottingham,,01/02/2000,,operational
415,Dwr Cymru Welsh Water,Llyn Brianne Dam,Small Hydro,4.40,Operational,Operational,Dyfed,Wales,Wales,,278920,248360,Ceredigion,,01/02/1997,,operational
416,Dwr Cymru Welsh Water,Elan Valley Hydro Scheme,Small Hydro,2.90,Operational,Operational,Powys,Wales,Wales,,290000,267500,Powys,,01/05/1997,,operational
419,Unknown,Turret water treatment works,Small Hydro,1.90,Operational,Operational,Tayside,Scotland,Scotland,,286500,721600,Perth and Kinross,,01/01/1952,,operational
421,Green Power,Inverfarigaig,Small Hydro,4.00,Operational,Operational,Highland,Scotland,Scotland,,252100,823700,Highland,,01/01/1980,,operational
424,Scottish and Southern Energy (SSE),Kingairloch,Small Hydro,3.50,Operational,Operational,Highland,Scotland,Scotland,,183600,753300,Highland,,01/05/2005,,operational
425,RWE npower,Douglas Water Hydro,Small Hydro,3.00,Operational,Operational,Strathclyde,Scotland,Scotland,,204559,706950,Argyll and Bute,01/06/2007,01/05/2008,,operational
426,RWE npower,Inverlael Hydro,Small Hydro,2.50,Operational,Operational,Highland,Scotland,Scotland,,218650,885650,Highland,01/09/2008,05/08/2009,,operational
428,RWE npower,River E Hydro Scheme,Small Hydro,3.00,Operational,Operational,Highland,Scotland,Scotland,,252100,816300,Highland,,01/11/2007,,operational
429,Innerhadden Hydro,Innerhadden Burn Hydro,Small Hydro,1.40,Operational,Operational,Tayside,Scotland,Scotland,,265950,750850,Perth and Kinross,,01/02/2011,,operational
434,Scottish Hydro-Electric plc,Cuileig Hydro Scheme,Small Hydro,3.30,Operational,Operational,Highland,Scotland,Scotland,,219300,878900,Highland,,15/02/2002,,operational
435,RWE npower,Garrogie Hydro Scheme,Small Hydro,2.00,Operational,Operational,Highland,Scotland,Scotland,,250100,813300,Highland,,01/03/2005,,operational
437,Inver Hydro LLP,Inver Hydro,Small Hydro,2.00,Operational,Operational,Strathclyde,Scotland,Scotland,,144165,671452,Argyll and Bute,,30/08/2012,,operational
438,Gilkes Energy,Loch An Laoigh Hydro,Small Hydro,1.00,Operational,Operational,Highland,Scotland,Scotland,,201607,839621,Highland,15/04/2016,07/12/2017,,operational
442,DHG Hydro,Leacann Hydro,Small Hydro,1.00,Operational,Operational,Strathclyde,Scotland,Scotland,,202172,702341,Argyll and Bute,20/03/2015,15/08/2016,,operational
444,Gilkes Energy,Uisge Dubh Hydro,Small Hydro,2.00,Operational,Operational,Highland,Scotland,Scotland,,200062,836426,Highland,15/04/2016,07/12/2017,,operational
445,Gilkes Energy,Ederline Hydro,Small Hydro,1.90,Operational,Operational,Strathclyde,Scotland,Scotland,,192775,703372,Argyll and Bute,01/05/2011,31/01/2014,,operational
447,Gilkes Energy,River Lochy Hydro,Small Hydro,2.00,Operational,Operational,Strathclyde,Scotland,Scotland,,219760,727460,Argyll and Bute,13/03/2015,16/08/2016,,operational
448,Gilkes Energy,River Taodail Hydro,Small Hydro,1.40,Operational,Operational,Highland,Scotland,Scotland,,194657,842146,Highland,19/08/2015,15/01/2017,,operational
450,Gilkes Energy/Broadland Energy,Donich Water Hydro,Small Hydro,1.40,Operational,Operational,Argyll and Bute,Scotland,Scotland,,221500,701500,Argyll and Bute,01/10/2015,08/09/2016,,operational
452,Ventient (formerly Infinis),Glen Fyne 'Merk' Hydro,Small Hydro,1.00,Operational,Operational,Strathclyde,Scotland,Scotland,,209952,709286,Argyll and Bute,01/05/2013,24/08/2015,,operational
453,Edradynate,Beinn Eagagach Hydro,Small Hydro,1.10,Operational,Operational,Tayside,Scotland,Scotland,,288377,751719,Perth and Kinross,27/02/2015,29/01/2016,,operational
454,Green Highland Renewables (on behalf of Highland Hydro Services),Allt Garbh hydro,Small Hydro,1.50,Operational,Operational,Highland,Scotland,Scotland,,218018,822389,Highland,07/04/2016,01/08/2017,,operational
460,Npower Renewables,Carnoch Hydro,Small Hydro,1.40,Operational,Operational,Highland,Scotland,Scotland,,185300,760500,Highland,,01/07/2009,,operational
461,Scottish and Southern Energy (SSE),Kilmelfort,Small Hydro,2.00,Operational,Operational,Strathclyde,Scotland,Scotland,,184035,714385,Argyll and Bute,,01/01/1956,,operational
462,Scottish and Southern Energy (SSE),Dalchonzie,Small Hydro,4.00,Operational,Operational,Tayside,Scotland,Scotland,,274035,721990,Perth and Kinross,,01/01/1958,,operational
463,Scottish and Southern Energy (SSE),Lednock,Small Hydro,3.00,Operational,Operational,Tayside,Scotland,Scotland,,276730,722040,Perth and Kinross,,01/01/1961,,operational
464,Scottish and Southern Energy (SSE),Lubreoch,Small Hydro,4.00,Operational,Operational,Tayside,Scotland,Scotland,,245310,741720,Perth and Kinross,,01/01/1958,,operational
465,Scottish and Southern Energy (SSE),Loch Ericht,Small Hydro,2.20,Operational,Operational,Tayside,Scotland,Scotland,,255340,772785,Perth and Kinross,,01/01/1962,,operational
466,Scottish and Southern Energy (SSE),Lussa,Small Hydro,2.40,Operational,Operational,Strathclyde,Scotland,Scotland,,164170,688680,Argyll and Bute,,01/01/1952,,operational
467,Scottish and Southern Energy (SSE),Mullardoch Tunnel,Small Hydro,2.40,Operational,Operational,Highland,Scotland,Scotland,,222860,831415,Highland,,01/01/1955,,operational
468,Scottish and Southern Energy (SSE),Achanalt,Small Hydro,3.00,Operational,Operational,Highland,Scotland,Scotland,,225895,861615,Highland,,01/01/1956,,operational
469,Scottish and Southern Energy (SSE),Mucomir,Small Hydro,2.00,Operational,Operational,Highland,Scotland,Scotland,,218350,783900,Highland,,01/01/1962,,operational
470,Scottish and Southern Energy (SSE),Lairg,Small Hydro,3.50,Operational,Operational,Highland,Scotland,Scotland,,257505,906940,Highland,,01/01/1959,,operational
471,Scottish and Southern Energy (SSE),Cuaich,Small Hydro,2.50,Operational,Operational,Highland,Scotland,Scotland,,265640,787175,Highland,,01/01/1959,,operational
472,Shawater,Innerwick Hydro,Small Hydro,1.00,Operational,Operational,Tayside,Scotland,Scotland,,258577,747751,Perth and Kinross,,13/10/2010,,operational
473,Osspower,Allt Fionn - resubmission,Small Hydro,2.10,Operational,Operational,Stirling,Scotland,Scotland,,233200,720700,Scottish Government (S36),01/04/2012,27/07/2012,,operational
474,Darroch Power Limited,Derrydarroch,Small Hydro,1.90,Operational,Operational,Highland,Scotland,Scotland,,212176,775418,Scottish Government (S36),11/02/2015,15/12/2015,,operational
475,RWE Npower Renewables,Cia Aig Hydro,Small Hydro,3.00,Operational,Operational,Highland,Scotland,Scotland,,217196,788748,Scottish Government (S36),07/12/2012,24/08/2016,,operational
476,Achomer Energy,Ardtalnaig Hydro Scheme,Small Hydro,2.00,Operational,Operational,Tayside,Scotland,Scotland,,268858,739100,Perth and Kinross,15/05/2015,15/07/2017,,operational
477,Green Highland Renewables (on behalf of North Chesthill Estate),Invervar Hydro ,Small Hydro,1.20,Operational,Operational,Tayside,Scotland,Scotland,,266469,748148,Perth and Kinross,15/11/2014,15/11/2015,,operational
478,Bruar Hydro / Gilkes,Bruar Hydro Scheme,Small Hydro,1.90,Operational,Operational,Tayside,Scotland,Scotland,PH18 5TW,282340,772772,Perth and Kinross,01/03/2014,20/12/2015,,operational
