Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean
1827,Next Energy Solar Fund,Llwyn Du Solar Farm,Solar Photovoltaics,8.00,Operational,Operational,Dyfed,Wales,Wales,,227279,248567,Ceredigion,01/09/2014,26/02/2015,240000.0,operational
1828,Lumicity,West Hill Farm (solar),Solar Photovoltaics,7.30,Operational,Operational,Devon,South West,England,EX34 8NF,250572,140713,North Devon,,29/07/2014,,operational
1832,Bluefield Solar,Elms Farm,Solar Photovoltaics,29.00,Operational,Operational,Oxfordshire,South East,England,,441630,189754,Vale of White Horse,01/12/2014,16/03/2015,,operational
1834,Good Energy Generation,Rock Farm / Goldborough Farm (Rookwood),Solar Photovoltaics,5.00,Operational,Operational,Wiltshire,South West,England,SN4 7QX,408374,180086,Wiltshire,01/01/2015,02/03/2015,150700.0,operational
1835,Inazin Energy Limited / Low Carbon,Great Wilbraham Solar Farm,Solar Photovoltaics,38.10,Operational,Operational,Cambridgeshire,Eastern,England,CB21 5JW,555282,256460,South Cambridgeshire,19/09/2014,31/03/2015,212000.0,operational
1836,Lightsource Renewable Energy,Somerton Door Farm,Solar Photovoltaics,8.70,Operational,Operational,Somerset,South West,England,TA11 6JA,347036,130048,Somerset,18/08/2014,01/03/2015,57800.0,operational
1838,HB & CH Barker Ltd,Barugh Farm,Solar Photovoltaics,5.00,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,HG4 5NA,433028,475596,North Yorkshire,01/12/2015,15/01/2016,105000.0,operational
1840,INRG,Lains Farm,Solar Photovoltaics,5.00,Operational,Operational,Hampshire,South East,England,SP11 8PU,427233,144461,Test Valley,01/05/2016,24/03/2016,161000.0,operational
1842,Conergy,Great Seabrook Farm,Solar Photovoltaics,5.00,Operational,Operational,Buckinghamshire,South East,England,LU7 9AA,493192,217705,Buckinghamshire,15/05/2015,28/09/2015,266000.0,operational
1843,Anesco,Cotgrave solar farm,Solar Photovoltaics,4.90,Operational,Operational,Nottinghamshire,East Midlands,England,,463974,336042,Rushcliffe,15/05/2015,15/07/2015,259000.0,operational
1846,NextEnergy,Parkview solar park,Solar Photovoltaics,6.50,Operational,Operational,Devon,South West,England,,276015,68671,South Hams,01/02/2015,31/03/2015,168000.0,operational
1848,British Solar Renewables,Overton,Solar Photovoltaics,4.00,Operational,Operational,Hampshire,South East,England,,450772,150312,Basingstoke and Deane,01/10/2015,15/12/2015,242300.0,operational
1850,INRG Solar,Lower Basset Down Farm,Solar Photovoltaics,10.50,Operational,Operational,Wiltshire,South West,England,SN4 9QP,414571,180637,Swindon,20/11/2015,18/03/2016,616000.0,operational
1862,Lightsource Renewable Energy,Morfa Farm,Solar Photovoltaics,2.00,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF61 2YT,295957,170244,Vale of Glamorgan,18/10/2016,19/12/2016,101800.0,operational
1864,British Solar Renewables,Barton Close Farm,Solar Photovoltaics,5.50,Operational,Operational,Devon,South West,England,EX33 1HX,248058,141648,North Devon,10/06/2015,15/02/2016,346000.0,operational
1865,Lightsource Renewable Energy,Wiggin Hill Solar Farm - Phase 1,Solar Photovoltaics,6.80,Operational,Operational,Cambridgeshire,Eastern,England,PE27 3L,531033,274808,Huntingdonshire,14/11/2014,14/03/2015,278300.0,operational
1872,Primrose Solar,Wilton Farm (pv),Solar Photovoltaics,9.50,Operational,Operational,Cornwall,South West,England,PL12 5BX,231050,58450,Cornwall,01/01/2015,01/06/2015,392000.0,operational
1874,British Solar Renewables,Canada Farm,Solar Photovoltaics,8.30,Operational,Operational,Dorset,South West,England,,384027,104272,Dorset,23/07/2014,02/12/2014,380000.0,operational
1875,TGC Renewables,Hoback Farm,Solar Photovoltaics,13.10,Operational,Operational,Cambridgeshire,Eastern,England,SG8 5QB,535036,248586,South Cambridgeshire,01/08/2014,01/11/2014,183000.0,operational
1876,Innogy (previously BELECTRIC Solar),The Rainbows Solar Farm,Solar Photovoltaics,4.00,Operational,Operational,Gloucestershire,South West,England,,409627,241319,Cotswold,,31/03/2014,432100.0,operational
1878,NextEnergy Capital,Salcey Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Buckinghamshire,South East,England,MK16 8LP,485184,250544,Milton Keynes,01/06/2014,25/09/2014,223350.0,operational
1884,Mosscliff Environmental,Hillsmoor Solar Farm,Solar Photovoltaics,1.20,Operational,Operational,Devon,South West,England,EX20 3LE,253079,103374,West Devon,15/05/2017,27/07/2017,56000.0,operational
1885,Trina Solar,Desford Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Leicestershire,East Midlands,England,LE9 2BF,450270,304950,Hinckley and Bosworth,15/11/2015,23/03/2016,153800.0,operational
1886,Wessex Solar Energy,Iwood Lane Solar Farm,Solar Photovoltaics,8.00,Operational,Operational,Avon,South West,England,BS40 5AA,345000,162550,North Somerset,,19/12/2014,,operational
1889,Anesco,Playters Solar Farm,Solar Photovoltaics,8.60,Operational,Operational,Suffolk,Eastern,England,NR34 7TN,643920,288420,East Suffolk,15/05/2015,26/02/2016,224000.0,operational
1890,Sun Spirit,Bypass Nurseries Solar Farm,Solar Photovoltaics,3.30,Operational,Operational,Hereford and Worcester,West Midlands,England,,405573,244904,Wychavon,,28/07/2014,227300.0,operational
1892,Warrington Council,Warrington Home Solar Scheme,Solar Photovoltaics,5.30,Operational,Operational,Cheshire,North West,England,,360000,388000,Warrington,01/08/2014,01/01/2016,403200.0,operational
1893,Babergh District Council,Babergh Home Solar Scheme,Solar Photovoltaics,2.80,Operational,Operational,Suffolk,Eastern,England,,602000,243000,Babergh,04/07/2014,01/06/2016,168500.0,operational
1894,Mid Suffolk District Council,Mid Suffolk Home Solar Scheme,Solar Photovoltaics,4.80,Operational,Operational,Suffolk,Eastern,England,,608000,255000,Mid Suffolk,01/07/2014,30/01/2016,181670.0,operational
1895,Equitix,Garn Solar Farm,Solar Photovoltaics,7.40,Operational,Operational,South Glamorgan,Wales,Wales,CF71 7DP,303612,173658,Vale of Glamorgan,,12/05/2014,,operational
1896,Trethosa Solar Ltd,Trethosa Farm Solar Park,Solar Photovoltaics,4.80,Operational,Operational,Cornwall,South West,England,PL26 7QH,193895,54659,Cornwall,29/07/2015,09/10/2015,184000.0,operational
1897,Lumicity,Garvinack Farm Solar Park,Solar Photovoltaics,7.00,Operational,Operational,Cornwall,South West,England,TR4 9EP,177804,47967,Cornwall,01/01/2015,31/03/2015,,operational
1898,Juwi Renewable Energies,Caswell Farm Solar Park,Solar Photovoltaics,6.70,Operational,Operational,Dorset,South West,England,DT9 6JP,358160,109979,Dorset,23/01/2016,23/03/2016,178000.0,operational
1899,Private Developer,Epwell Grounds Farm solar park,Solar Photovoltaics,7.00,Operational,Operational,Oxfordshire,South East,England,OX15 6HF,436715,241041,Cherwell,13/10/2014,10/12/2014,,operational
1900,Canadian Solar,Pant-Y-Moch Farm,Solar Photovoltaics,5.00,Operational,Operational,West Glamorgan,Wales,Wales,SA14 2UT,277876,190467,Neath Port Talbot,01/11/2015,06/01/2016,81000.0,operational
1902,Good Energy Generation,Woolbridge Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,BH20 6HH,384311,87689,Dorset,15/04/2014,18/06/2014,402000.0,operational
1903,Foresight,Tengore Lane ,Solar Photovoltaics,3.60,Operational,Operational,Somerset,South West,England,TA10 9JL,344570,127344,Somerset,01/11/2014,12/02/2015,217000.0,operational
1904,INRG Solar,Manor Farm (Dorset),Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,,377815,128359,Dorset,30/11/2013,09/06/2014,,operational
1905,Hadlow Solar Park,Hadlow Place solar farm,Solar Photovoltaics,14.30,Operational,Operational,Kent,South East,England,,563692,145682,Tunbridge Wells,01/12/2014,27/03/2015,103000.0,operational
1906,Push Energy,Bassingbourn Solar Farm,Solar Photovoltaics,14.40,Operational,Operational,Cambridgeshire,Eastern,England,,534281,243106,South Cambridgeshire,01/10/2014,31/03/2015,,operational
1907,West Solent Solar Cooperative,Lower Pennington Farm,Solar Photovoltaics,2.70,Operational,Operational,Hampshire,South East,England,SO41 8AL,431648,93476,New Forest,,27/06/2014,153200.0,operational
1908,Ikaros Solar Limited,Goose Willow Farm - extension,Solar Photovoltaics,7.00,Operational,Operational,Oxfordshire,South East,England,OX13 6AP,445170,192892,Vale of White Horse,01/01/2014,01/03/2014,166000.0,operational
1909,Lightsource Renewable Energy,Avenue Farm,Solar Photovoltaics,7.30,Operational,Operational,Norfolk,Eastern,England,,629728,302939,South Norfolk,03/12/2014,20/03/2015,304000.0,operational
1910,NESF (formerly Lark Energy),Sywell Road,Solar Photovoltaics,5.00,Operational,Operational,Northamptonshire,East Midlands,England,,483454,267948,North Northamptonshire,18/12/2015,23/03/2017,,operational
1912,Push Energy,Gosfield Airfield,Solar Photovoltaics,12.60,Operational,Operational,Essex,Eastern,England,CO9 3,577359,231733,Braintree,01/10/2014,01/02/2015,369000.0,operational
1913,Vortex (formerly Sun Edison),Exning,Solar Photovoltaics,29.90,Operational,Operational,Cambridgeshire,Eastern,England,,560421,263930,East Cambridgeshire,01/11/2014,27/03/2015,817000.0,operational
1914,Solar Power South,Grange Farm (Avon),Solar Photovoltaics,21.00,Operational,Operational,Avon,South West,England,BS36 1RR,363842,182442,South Gloucestershire,01/09/2014,11/12/2014,185200.0,operational
1915,J.M. Stratton & Co.,Land at East Farm - extension,Solar Photovoltaics,6.00,Operational,Operational,Wiltshire,South West,England,BA12 0PJ,399330,141762,Wiltshire,01/05/2016,01/03/2016,,operational
1918,Wessex Solar Energy,Laughton Level,Solar Photovoltaics,7.00,Operational,Operational,East Sussex,South East,England,BN8 6BB,549288,109798,Wealden,01/12/2014,26/03/2015,157100.0,operational
1919,Push Energy/ NextEnergy Solar Fund (NESF),Croydon / Church Farm (Royston),Solar Photovoltaics,16.50,Operational,Operational,Cambridgeshire,Eastern,England,SG8 0DL,531544,249533,South Cambridgeshire,20/01/2015,20/03/2015,,operational
1920,Foresight Solar,Hadley Farm (Orta Membury Solar Farm),Solar Photovoltaics,17.00,Operational,Operational,Berkshire,South East,England,RG17 7TR,430374,175829,West Berkshire,01/12/2014,26/03/2015,,operational
1923,RB & T Barton Ltd,Manor Farm (Wiltshire) ,Solar Photovoltaics,6.30,Operational,Operational,Wiltshire,South West,England,SN13 8JB,384872,167858,Wiltshire,01/03/2015,01/08/2015,96100.0,operational
1924,Martifer Solar (Voltalia),Tonge Corner Farm,Solar Photovoltaics,22.00,Operational,Operational,Kent,South East,England,ME9 9BB,593719,165447,Swale,20/01/2016,30/03/2016,343068.0,operational
1925,Lightsource Renewable Energy,Oaklands Farm ,Solar Photovoltaics,6.90,Operational,Operational,Kent,South East,England,,596397,144740,Ashford,04/11/2014,30/03/2015,1040000.0,operational
1927,Renesola UK,North East of Ainderby Steeple,Solar Photovoltaics,5.90,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,,433420,492119,North Yorkshire,24/01/2017,24/03/2017,,operational
1930,Elgin Energy EsCo,Errol Estate,Solar Photovoltaics,13.00,Operational,Operational,Tayside,Scotland,Scotland,PH2 7RA,321208,720222,Perth and Kinross,07/12/2015,19/03/2016,279000.0,operational
1931,INRG Solar,Grange Farm,Solar Photovoltaics,6.00,Operational,Operational,Isle of Wight,South East,England,PO33 4RW,452340,90642,Isle of Wight,01/01/2015,13/03/2015,209000.0,operational
1938,Sirius Solar Building,Wraysbury Landfill,Solar Photovoltaics,4.80,Operational,Operational,Berkshire,South East,England,,501325,173097,Windsor and Maidenhead,06/02/2017,21/03/2017,,operational
1940,Push Energy,Wisbridge Farm,Solar Photovoltaics,9.30,Operational,Operational,Hertfordshire,Eastern,England,SG8 8AH,536451,236258,North Hertfordshire,01/07/2014,01/10/2014,,operational
1942,Raybridge Corporation,Caddington Solar Farm (Phase 1),Solar Photovoltaics,3.00,Operational,Operational,Bedfordshire,Eastern,England,LU1 4EH,505923,219056,Central Bedfordshire,11/07/2014,11/12/2014,97900.0,operational
1943,juwi Renewable Energies,Capeland Farm,Solar Photovoltaics,8.30,Operational,Operational,Devon,South West,England,EX32 7JN,266581,138617,North Devon,01/09/2014,27/02/2015,222500.0,operational
1944,Sunsave 17 / Vogt Solar,Castle Combe Circuit,Solar Photovoltaics,12.00,Operational,Operational,Wiltshire,South West,England,SN14 7EY,385003,177211,Wiltshire,05/01/2015,31/03/2015,322600.0,operational
1945,Hive Energy,Castle Eaton Farm,Solar Photovoltaics,17.80,Operational,Operational,Wiltshire,South West,England,SN6 6JX,414576,194495,Swindon,,30/03/2014,,operational
1946,BlackRock,Chancery Farm (Ardleigh),Solar Photovoltaics,11.90,Operational,Operational,Essex,Eastern,England,CO7 7SS,606014,227776,Tendring,23/12/2015,29/03/2016,,operational
1947,SBC Renewables,Clapham solar farm,Solar Photovoltaics,7.50,Operational,Operational,Bedfordshire,Eastern,England,MK41 6HD,503736,254248,Bedford,01/12/2015,01/03/2016,48680.0,operational
1949,Chelveston Renewable Energy Limited,Chelveston Airfield,Solar Photovoltaics,16.00,Operational,Operational,Bedfordshire,Eastern,England,NN9 6AU,500650,268200,Bedford,15/02/2014,28/02/2014,140000.0,operational
1950,ESCO NRG,Chisbon Solar Farm (Frowick Lane),Solar Photovoltaics,13.00,Operational,Operational,Essex,Eastern,England,CO16 8HJ,612862,218208,Tendring,15/11/2014,05/03/2015,310000.0,operational
1951,Elgin Energy EsCo,Clawdd Ddu PV,Solar Photovoltaics,13.50,Operational,Operational,Dyfed,Wales,Wales,SA18 3RE,259473,209981,Carmarthenshire,,26/03/2014,252500.0,operational
1952,FIM Solar Distribution,Congresbury Solar Farm,Solar Photovoltaics,7.10,Operational,Operational,Somerset,South West,England,,342667,161552,North Somerset,19/09/2015,19/12/2015,321000.0,operational
1953,Foresight,Abergelli Glas Solar Farm,Solar Photovoltaics,7.70,Operational,Operational,Powys,Wales,Wales,SA5 7NN,265507,202009,Swansea,01/11/2014,15/03/2015,250000.0,operational
1954,St Anthony 101 PV Park Ltd,Anthony Estate Solar Farm,Solar Photovoltaics,4.70,Operational,Operational,Cornwall,South West,England,,240035,52453,Cornwall,01/05/2015,01/07/2015,,operational
1955,Solar century / Magnetar Solar,Aston House Solar Farm,Solar Photovoltaics,20.00,Operational,Operational,Derbyshire,East Midlands,England,DE6 5HG,417391,331610,Derbyshire Dales,01/12/2014,27/03/2015,,operational
1957,Quercus Renewable Holding 2,Bakers Farm (solar),Solar Photovoltaics,12.00,Operational,Operational,West Sussex,South East,England,PO20 7NE,485215,96787,Chichester,30/01/2015,20/03/2015,75000.0,operational
1958,Due South Energy & SunE Project6 Ltd,Balls Wood Solar Farm,Solar Photovoltaics,8.70,Operational,Operational,Devon,South West,England,,255174,51965,South Hams,15/09/2015,15/12/2015,,operational
1959,Lightsource Renewable Energy,Barn Farm ,Solar Photovoltaics,4.20,Operational,Operational,Essex,Eastern,England,,615682,231393,Tendring,08/05/2015,14/08/2015,72000.0,operational
1961,NextEnergy Solar Fund (NESF),Bay Farm,Solar Photovoltaics,8.10,Operational,Operational,Suffolk,Eastern,England,IP28 6BS,570430,271632,West Suffolk,01/06/2013,01/03/2014,145000.0,operational
1963,Susenco/Low Carbon,Berwick solar farm,Solar Photovoltaics,8.20,Operational,Operational,East Sussex,South East,England,,553171,108530,Wealden,20/10/2014,31/03/2015,1508500.0,operational
1964,Wessex Solar Energy,Bidwell Solar Farm ,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,TQ9 6DU,277150,61350,South Hams,10/12/2013,01/04/2015,138000.0,operational
1966,NextEnergy Solar Fund,Bilsham Farm,Solar Photovoltaics,14.50,Operational,Operational,West Sussex,South East,England,,496214,102475,Arun,04/08/2014,10/11/2014,151800.0,operational
1968,Conergy,Blackwell Grange Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Warwickshire,West Midlands,England,,422892,243330,Stratford-on-Avon,15/12/2016,15/03/2017,306000.0,operational
1969,NextEnery Solar Fund (NESF),Blenches Mill,Solar Photovoltaics,6.10,Operational,Operational,Wiltshire,South West,England,BA13 4HZ,386848,152850,Wiltshire,,31/03/2014,,operational
1970,Solar Securities (Group),Bobbing solar farm,Solar Photovoltaics,11.30,Operational,Operational,Kent,South East,England,ME9 8NN,587308,165542,Swale,31/01/2016,31/03/2016,153100.0,operational
1971,Solar Securities Group,Bodmin 2 Solar Farm,Solar Photovoltaics,5.30,Operational,Operational,Cornwall,South West,England,PL31 2PF,206175,68428,Cornwall,01/02/2015,01/03/2015,514000.0,operational
1973,Inazin Energy/Low Carbon,Bottom Plain,Solar Photovoltaics,10.00,Operational,Operational,Dorset,South West,England,,388420,90356,Dorset,06/10/2014,04/12/2014,261800.0,operational
1974,Public Power Solutions,Braydon Manor Farm,Solar Photovoltaics,8.70,Operational,Operational,Wiltshire,South West,England,SN5 0AG,404515,187745,Wiltshire,24/09/2015,15/01/2016,786000.0,operational
1975,Core Pisces / Gower Power Co-op CIC,Brynwhilach Solar Park,Solar Photovoltaics,4.00,Operational,Operational,West Glamorgan,Wales,Wales,SA5 7PE,264728,200461,Swansea,16/01/2017,01/11/2021,246867.0,operational
1976,Anesco,Bulls Head Farm North,Solar Photovoltaics,4.70,Operational,Operational,Northamptonshire,East Midlands,England,MK16 8LP,481460,251327,West Northamptonshire,01/07/2014,02/10/2014,230000.0,operational
1978,NextEnery Solar Fund (NESF),Burrowton Farm,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,,299889,96705,East Devon,18/11/2016,18/09/2016,22517.0,operational
1981,Thanet Solar Ltd/ Vogt Solar,Ebbsfleet Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Kent,South East,England,CT13 9NL,632795,162120,Dover,18/02/2014,15/03/2014,,operational
1982,Suncredit UK/ Vogt Solar,Court Colman solar park,Solar Photovoltaics,15.00,Operational,Operational,Mid Glamorgan,Wales,Wales,,287791,181659,Bridgend,01/07/2015,15/11/2015,,operational
